"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV175"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV176"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV177"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Glomerellales"	"f__Plectosphaerellaceae"	"g__Lectera"	"s__longa"
"ASV178"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV179"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Nectria"	NA
"ASV180"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV181"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV182"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV183"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV184"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV185"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV186"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV187"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV188"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	"o__Leucosporidiales"	NA	NA	NA
"ASV189"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV190"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV191"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__polygonia"
"ASV192"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV193"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV194"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV195"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Xylariales_fam_Incertae_sedis"	"g__Fusidium"	NA
"ASV196"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV197"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Sporormiaceae"	"g__Preussia"	"s__tenerifae"
"ASV198"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV199"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV200"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	NA	NA
"ASV201"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Tetracladium"	NA
"ASV202"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV203"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV204"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Hyaloscyphaceae"	NA	NA
"ASV205"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV206"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV207"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	NA	NA	NA
"ASV208"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	"g__Mycoarthris"	"s__corallina"
"ASV209"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Sarocladium"	"s__zeae"
"ASV210"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV211"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV212"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Thyridariaceae"	"g__Roussoella"	NA
"ASV213"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Ilyonectria"	"s__robusta"
"ASV214"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Tetracladium"	NA
"ASV215"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV216"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV217"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV218"	"k__Fungi"	"p__Chytridiomycota"	NA	NA	NA	NA	NA
"ASV219"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV220"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV221"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV222"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV223"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV224"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV225"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Pyronemataceae"	"g__Pseudombrophila"	NA
"ASV226"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__canariense"
"ASV227"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV228"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	NA	NA
"ASV229"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__acutatum"
"ASV230"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV231"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV232"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV233"	"k__Fungi"	"p__Kickxellomycota"	"c__GS19"	NA	NA	NA	NA
"ASV234"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV235"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV236"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Trichoderma"	NA
"ASV237"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV238"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	"o__Microbotryomycetes_ord_Incertae_sedis"	"f__Chrysozymaceae"	"g__Bannozyma"	NA
"ASV239"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV240"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV241"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV242"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV243"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV244"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV245"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV246"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV247"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Gibberella"	"s__intricans"
"ASV248"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV249"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV250"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__pseudozygospora"
"ASV251"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Thelonectria"	NA
"ASV252"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV253"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Cladosporiaceae"	"g__Cladosporium"	"s__sphaerospermum"
"ASV254"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV255"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV256"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV257"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV258"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV259"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV260"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV261"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV262"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV263"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV264"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV265"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	NA	NA	NA
"ASV266"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV267"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Polyporales"	"f__Ganodermataceae"	"g__Ganoderma"	NA
"ASV268"	"k__Fungi"	"p__Rozellomycota"	"c__Rozellomycotina_cls_Incertae_sedis"	"o__Branch03"	NA	NA	NA
"ASV269"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
"ASV270"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV271"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Sporormiaceae"	"g__Preussia"	"s__terricola"
"ASV272"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV273"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV274"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV275"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV276"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Capnodiales"	"f__Mycosphaerellaceae"	"g__Mycosphaerella"	"s__tassiana"
"ASV277"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV278"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV279"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Sporormiaceae"	"g__Preussia"	"s__terricola"
"ASV280"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	"g__Botryotrichum"	"s__atrogriseum"
"ASV281"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV282"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV283"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Entolomataceae"	"g__Entoloma"	"s__sericeum"
"ASV284"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Didymellaceae"	"g__Epicoccum"	"s__dendrobii"
"ASV285"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV286"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV287"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV288"	"k__Fungi"	"p__Blastocladiomycota"	"c__Blastocladiomycetes"	"o__Blastocladiales"	"f__Catenariaceae"	NA	NA
"ASV289"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	"g__Ascobolus"	"s__foliicola"
"ASV290"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV291"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV292"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV293"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV294"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV295"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV296"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	"g__Collembolispora"	NA
"ASV297"	"k__Fungi"	"p__Ascomycota"	"c__Laboulbeniomycetes"	"o__Pyxidiophorales"	"f__Pyxidiophoraceae"	"g__Pyxidiophora"	"s__arvernensis"
"ASV298"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV299"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV300"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	NA	NA	NA
"ASV301"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Pleosporaceae"	"g__Bipolaris"	"s__eleusines"
"ASV302"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV303"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV304"	"k__Fungi"	"p__Ascomycota"	"c__Laboulbeniomycetes"	"o__Pyxidiophorales"	NA	NA	NA
"ASV305"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Glomerellales"	"f__Plectosphaerellaceae"	"g__Plectosphaerella"	"s__niemeijerarum"
"ASV306"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV307"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV308"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV309"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	NA	NA	NA
"ASV310"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV311"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV312"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	NA	NA
"ASV313"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV314"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV315"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV316"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV317"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV318"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV319"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV320"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV321"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV322"	"k__Fungi"	"p__Ascomycota"	"c__Archaeorhizomycetes"	NA	NA	NA	NA
"ASV323"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Monocillium"	"s__griseo-ochraceum"
"ASV324"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV325"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV326"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV327"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV328"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV329"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV330"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Acrospermales"	"f__Acrospermales_fam_Incertae_sedis"	"g__Leptodiscella"	NA
"ASV331"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV332"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV333"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Periconiaceae"	"g__Periconia"	NA
"ASV334"	"k__Fungi"	"p__Olpidiomycota"	"c__Olpidiomycetes"	"o__Olpidiales"	"f__Olpidiaceae"	"g__Olpidium"	"s__brassicae"
"ASV335"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV336"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV337"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__exigua"
"ASV338"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__hyalina"
"ASV339"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreaceae"	"g__Monocillium"	"s__griseo-ochraceum"
"ASV340"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV341"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV342"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__clonocystis"
"ASV343"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV344"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV345"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV346"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV347"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV348"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV349"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
