"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV713"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Tetracladium"	NA
"ASV714"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV715"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__oxysporum"
"ASV716"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	"g__Trichocladium"	"s__opacum"
"ASV717"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	"o__Leucosporidiales"	NA	NA	NA
"ASV718"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Dictyosporiaceae"	"g__Dictyosporium"	"s__strelitziae"
"ASV719"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV720"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Volutella"	NA
"ASV721"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV722"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__antarctica"
"ASV723"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	NA	NA	NA
"ASV724"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Myxocephala"	"s__albida"
"ASV725"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV726"	"k__Fungi"	"p__Kickxellomycota"	"c__Kickxellomycetes"	"o__Kickxellales"	"f__Kickxellaceae"	"g__Ramicandelaber"	NA
"ASV727"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV728"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__oxysporum"
"ASV729"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
"ASV730"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Chaetothyriales"	"f__Herpotrichiellaceae"	"g__Exophiala"	"s__pisciphila"
"ASV731"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV732"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV733"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	"f__Spizellomycetaceae"	"g__Spizellomyces"	NA
"ASV734"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
"ASV735"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	"s__scarabaeorum"
"ASV736"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV737"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Tricholomataceae"	"g__Lachnella"	"s__villosa"
"ASV738"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	"f__Spizellomycetaceae"	"g__Spizellomyces"	NA
"ASV739"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV740"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV741"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV742"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV743"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV744"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
"ASV745"	"k__Fungi"	"p__Rozellomycota"	NA	NA	NA	NA	NA
"ASV746"	"k__Fungi"	"p__Ascomycota"	"c__Archaeorhizomycetes"	"o__Archaeorhizomycetales"	"f__Archaeorhizomycetaceae"	"g__Archaeorhizomyces"	NA
"ASV747"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV748"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV749"	"k__Fungi"	"p__Kickxellomycota"	"c__Kickxellomycetes"	"o__Kickxellales"	"f__Kickxellaceae"	"g__Ramicandelaber"	NA
"ASV750"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV751"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV752"	"k__Fungi"	"p__Zoopagomycota"	"c__Zoopagomycetes"	"o__Zoopagales"	"f__Piptocephalidaceae"	"g__Syncephalis"	NA
"ASV753"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV754"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV755"	"k__Fungi"	"p__Olpidiomycota"	"c__Olpidiomycetes"	"o__Olpidiales"	"f__Olpidiaceae"	"g__Olpidium"	"s__brassicae"
"ASV756"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV757"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__acutatum"
"ASV758"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiales_fam_Incertae_sedis"	"g__Spirosphaera"	"s__cupreorufescens"
"ASV759"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Nectria"	"s__ramulariae"
"ASV760"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	NA	NA	NA
"ASV761"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV762"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	"s__brevicompactum"
"ASV763"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV764"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV765"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV766"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Phaeosphaeriaceae"	"g__Paraphoma"	NA
"ASV767"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	"g__Zopfiella"	"s__marina"
"ASV768"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__hypsicladia"
"ASV769"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV770"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__zonata"
"ASV771"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV772"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV773"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV774"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV775"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Psathyrellaceae"	"g__Coprinellus"	NA
"ASV776"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV777"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV778"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
"ASV779"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV780"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
"ASV781"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Entolomataceae"	"g__Entoloma"	"s__ameides"
"ASV782"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Periconiaceae"	"g__Periconia"	"s__prolifica"
"ASV783"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
"ASV784"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	"o__Microbotryomycetes_ord_Incertae_sedis"	"f__Chrysozymaceae"	"g__Udeniozyma"	"s__ferulica"
"ASV785"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Chaetomiaceae"	"g__Chaetomium"	"s__nozdrenkoae"
"ASV786"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Strophariaceae"	"g__Psilocybe"	NA
"ASV787"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV788"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
"ASV789"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Stachybotryaceae"	"g__Striatibotrys"	"s__eucylindrospora"
"ASV790"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	NA	NA
"ASV791"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV792"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Hypocreales_fam_Incertae_sedis"	"g__Acremonium"	"s__tubakii"
"ASV793"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV794"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV795"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	"s__laibachii"
"ASV796"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV797"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Bolbitiaceae"	"g__Panaeolus"	"s__papilionaceus"
"ASV798"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	NA	NA	NA	NA
"ASV799"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Bolbitiaceae"	"g__Panaeolus"	"s__papilionaceus"
"ASV800"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV801"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
"ASV802"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Schizothecium"	NA
"ASV803"	"k__Fungi"	"p__Ascomycota"	"c__Pezizomycetes"	"o__Pezizales"	"f__Ascobolaceae"	"g__Ascobolus"	NA
"ASV804"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV805"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
"ASV806"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV807"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV808"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	NA	NA	NA
"ASV809"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Tetragoniomycetaceae"	"g__Tetragoniomyces"	"s__uliginosus"
"ASV810"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV811"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV812"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Microdochiaceae"	"g__Microdochium"	"s__novae-zelandiae"
"ASV813"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV814"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV815"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV816"	"k__Fungi"	"p__Blastocladiomycota"	"c__Blastocladiomycetes"	"o__Blastocladiales"	"f__Catenariaceae"	NA	NA
"ASV817"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	NA	NA
"ASV818"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV819"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Onygenales"	"f__Gymnoascaceae"	NA	NA
"ASV820"	"k__Fungi"	"p__Ascomycota"	"c__Archaeorhizomycetes"	"o__Archaeorhizomycetales"	"f__Archaeorhizomycetaceae"	"g__Archaeorhizomyces"	NA
"ASV821"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Sporormiaceae"	"g__Preussia"	"s__persica"
"ASV822"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV823"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__alpina"
"ASV824"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__zonata"
"ASV825"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
"ASV826"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV827"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV828"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV829"	"k__Fungi"	"p__Basidiobolomycota"	"c__Basidiobolomycetes"	"o__Basidiobolales"	"f__Basidiobolaceae"	"g__Basidiobolus"	"s__magnus"
"ASV830"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV831"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV832"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	"o__Leucosporidiales"	NA	NA	NA
"ASV833"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV834"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV835"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	NA	NA
"ASV836"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV837"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	NA	NA
"ASV838"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV839"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV840"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV841"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV842"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
"ASV843"	"k__Fungi"	"p__Basidiomycota"	"c__Microbotryomycetes"	NA	NA	NA	NA
"ASV844"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Lophiostomataceae"	"g__Lophiostoma"	NA
"ASV845"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	"s__scarabaeorum"
"ASV846"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Onygenales"	"f__Onygenaceae"	"g__Auxarthron"	"s__californiense"
"ASV847"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV848"	"k__Fungi"	"p__Glomeromycota"	"c__Paraglomeromycetes"	"o__Paraglomerales"	"f__Paraglomeraceae"	"g__Paraglomus"	"s__laccatum"
"ASV849"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV850"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV851"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Pochonia"	"s__cordycepisociata"
"ASV852"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV853"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV854"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV855"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	NA	NA	NA
"ASV856"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV857"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	"s__scarabaeorum"
"ASV858"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__beljakovae"
"ASV859"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	"f__Helotiaceae"	"g__Tricladium"	"s__splendens"
"ASV860"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV861"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Thyridariaceae"	"g__Roussoella"	NA
"ASV862"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV863"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV864"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV865"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Pleosporales"	"f__Sporormiaceae"	"g__Preussia"	"s__persica"
"ASV866"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Clavicipitaceae"	"g__Metarhizium"	"s__marquandii"
"ASV867"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Xylariales"	"f__Microdochiaceae"	"g__Idriella"	NA
"ASV868"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Penicillium"	NA
"ASV869"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Cercophora"	"s__samala"
"ASV870"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Podospora"	"s__appendiculata"
"ASV871"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV872"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV873"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV874"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Podospora"	NA
"ASV875"	"k__Fungi"	"p__Ascomycota"	"c__Leotiomycetes"	"o__Helotiales"	NA	NA	NA
"ASV876"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV877"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Podospora"	"s__intestinacea"
"ASV878"	"k__Fungi"	"p__Chytridiomycota"	NA	NA	NA	NA	NA
"ASV879"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV880"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV881"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV882"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV883"	"k__Fungi"	"p__Ascomycota"	"c__Eurotiomycetes"	"o__Eurotiales"	"f__Aspergillaceae"	"g__Aspergillus"	NA
"ASV884"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV885"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV886"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	NA	NA	NA
"ASV887"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Tremellales"	"f__Trimorphomycetaceae"	"g__Saitozyma"	"s__podzolica"
"ASV888"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__elongata"
"ASV889"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV890"	"k__Fungi"	"p__Chytridiomycota"	"c__Spizellomycetes"	"o__Spizellomycetales"	"f__Spizellomycetaceae"	"g__Spizellomyces"	NA
"ASV891"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	"s__fimbricystis"
"ASV892"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	"s__scarabaeorum"
"ASV893"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	NA	NA	NA	NA
"ASV894"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV895"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	"s__acutatum"
"ASV896"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV897"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	"s__xylopini"
"ASV898"	"k__Fungi"	"p__Chytridiomycota"	"c__Rhizophydiomycetes"	"o__Rhizophydiales"	"f__Rhizophydiales_fam_Incertae_sedis"	"g__Operculomyces"	"s__laminatus"
"ASV899"	"k__Fungi"	"p__Basidiomycota"	"c__Agaricomycetes"	"o__Agaricales"	"f__Entolomataceae"	"g__Entoloma"	"s__sericeum"
"ASV900"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
"ASV901"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
"ASV902"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
"ASV903"	"k__Fungi"	"p__Ascomycota"	"c__Dothideomycetes"	"o__Minutisphaerales"	"f__Minutisphaeraceae"	"g__Minutisphaera"	"s__japonica"
"ASV904"	"k__Fungi"	"p__Chytridiomycota"	NA	NA	NA	NA	NA
"ASV905"	"k__Fungi"	"p__Basidiomycota"	NA	NA	NA	NA	NA
"ASV906"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV907"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV908"	"k__Fungi"	NA	NA	NA	NA	NA	NA
"ASV909"	"k__Fungi"	"p__Ascomycota"	NA	NA	NA	NA	NA
"ASV910"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Sordariales"	"f__Lasiosphaeriaceae"	"g__Apodus"	"s__deciduus"
"ASV911"	"k__Fungi"	"p__Glomeromycota"	"c__Glomeromycetes"	"o__Glomerales"	"f__Glomeraceae"	"g__Funneliformis"	NA
"ASV912"	"k__Fungi"	"p__Basidiomycota"	"c__Tremellomycetes"	"o__Trichosporonales"	"f__Trichosporonaceae"	"g__Apiotrichum"	NA
"ASV913"	"k__Fungi"	"p__Ascomycota"	"c__Sordariomycetes"	"o__Hypocreales"	"f__Nectriaceae"	"g__Fusarium"	NA
"ASV914"	"k__Fungi"	"p__Ascomycota"	"c__Laboulbeniomycetes"	"o__Pyxidiophorales"	NA	NA	NA
"ASV915"	"k__Fungi"	"p__Mortierellomycota"	"c__Mortierellomycetes"	"o__Mortierellales"	"f__Mortierellaceae"	"g__Mortierella"	NA
